,job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,Employee_type,gender,age,marital_status_maried(Y/N),number_of_dependences,Education_level,GPA,year_graduated,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Last_achievement_%,Achievement_above_100%_during3quartal,Best Performance,total leave,age2,age3,year_graduated2,total_rotation,in study,person level up,sick_vs_leaves,age when graduated,age when graduated2,age per dependencies,age married male,papa muda,papa muda per tanggungan,job_level_oh,person_level_oh
3084,JG04,1.22474487139159,PG03,1.22474487139159,1.0,RM_type_A,2,1984,N,0,level_4,3.01,2010,4,2,3,0,4,0,51.99,0.0,0,4,non-ambis,3,new,5,finish,stay,leave,26,26,36.0,0,0,0.0,JG04,PG03
3085,JG04,1.3856406460551,PG03,1.3856406460551,1.58113883008419,RM_type_B,2,1991,Y,0,level_4,3.3,2014,4,2,2,0,3,0,49.83,0.0,0,3,ambis,2,new,4,finish,stay,leave,23,23,29.0,0,0,0.0,JG04,PG03
3086,JG04,1.3856406460551,PG03,1.3856406460551,1.47309198626562,RM_type_B,2,1987,Y,0,level_4,2.75,2011,2,1,2,0,3,0,43.29,0.0,0,3,ambis,2,new,3,finish,stay,leave,24,24,33.0,0,0,0.0,JG04,PG03
3087,JG04,1.3856406460551,PG03,1.3856406460551,1.58113883008419,RM_type_B,2,1988,Y,2,level_4,3.03,2012,4,2,2,0,3,0,48.41,0.0,0,3,ambis,2,new,4,finish,stay,leave,24,24,10.666666666666666,0,0,0.0,JG04,PG03
3088,JG04,1.6822603841260702,PG03,1.6822603841260702,1.58113883008419,RM_type_A,1,1988,Y,2,level_4,3.32,2010,6,4,4,5,10,0,47.67,0.0,1,10,ambis,2,new,13,finish,stay,leave,22,22,10.666666666666666,32,32,10.666666666666666,JG04,PG03
3089,JG05,2.0,PG06,2.0,0.707106781186548,RM_type_A,1,1968,Y,2,level_4,3.37,2013,29,8,6,0,3,0,78.73,0.0,0,3,non-ambis,4,new,14,finish,stay,leave,45,45,17.333333333333332,52,0,0.0,JG05,PG06
3090,JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_B,1,1993,Y,1,level_4,3.0,2014,3,2,2,0,3,0,48.4,0.0,1,3,ambis,2,new,4,finish,stay,leave,21,21,13.5,27,27,13.5,JG04,PG03
3091,JG04,1.22474487139159,PG03,1.22474487139159,1.0,RM_type_B,2,1990,N,0,level_4,2.97,2012,4,3,2,0,3,0,53.05,0.0,1,3,ambis,2,new,5,finish,stay,leave,22,22,30.0,0,0,0.0,JG04,PG03
3092,JG04,1.3856406460551,PG03,1.3856406460551,1.3527749258468702,RM_type_A,2,1987,Y,2,level_4,3.23,2011,5,3,3,1,3,0,37.07,0.0,0,3,ambis,2,new,7,finish,stay,leave,24,24,11.0,0,0,0.0,JG04,PG03
3093,JG05,2.82842712474619,PG06,2.34520787991171,1.5556349186104,RM_type_A,2,1980,Y,0,level_4,3.35,2003,15,11,6,0,2,0,67.38,0.0,0,2,non-ambis,3,new,17,finish,up,leave,23,23,40.0,0,0,0.0,JG05,PG06
3094,JG04,1.3856406460551,PG03,1.3856406460551,1.5556349186104,RM_type_A,1,1983,Y,2,level_4,3.16,2007,6,3,3,0,7,0,48.82,0.0,0,7,non-ambis,3,new,6,finish,stay,leave,24,24,12.333333333333334,37,0,0.0,JG04,PG03
3095,JG04,1.29228479833201,PG03,1.29228479833201,1.3527749258468702,RM_type_A,2,1989,Y,0,level_4,3.0,2014,3,2,3,0,3,0,44.2,0.0,0,3,ambis,2,new,5,finish,stay,leave,25,25,31.0,0,0,0.0,JG04,PG03
3096,JG04,1.22474487139159,PG03,1.22474487139159,1.3527749258468702,RM_type_A,2,1991,Y,1,level_4,2.96,2013,2,2,3,0,3,1,43.75,0.0,0,4,ambis,2,new,5,finish,stay,leave,22,22,14.5,0,0,0.0,JG04,PG03
3097,JG04,1.22474487139159,PG03,1.22474487139159,1.4142135623731005,RM_type_B,2,1990,Y,0,level_4,3.0,2014,2,2,2,0,3,0,39.57,0.0,0,3,ambis,2,new,4,finish,stay,leave,24,24,30.0,0,0,0.0,JG04,PG03
3098,JG04,1.22474487139159,PG03,1.22474487139159,1.1180339887498998,RM_type_B,2,1991,Y,1,level_4,3.07,2013,2,2,2,0,5,1,40.03,0.0,0,6,ambis,2,new,4,finish,stay,leave,22,22,14.5,0,0,0.0,JG04,PG03
3099,JG04,1.3228756555323,PG03,1.3228756555323,0.648074069840786,RM_type_A,1,1987,Y,0,level_4,2.92,2009,6,6,6,0,3,1,50.42,0.0,0,4,ambis,2,new,12,finish,stay,leave,22,22,33.0,33,0,0.0,JG04,PG03
3100,JG04,1.2569805089976498,PG03,1.2569805089976498,1.47309198626562,RM_type_A,2,1985,Y,1,level_4,3.01,2008,4,2,2,0,8,0,47.81,0.0,0,8,ambis,2,new,4,finish,stay,leave,23,23,17.5,0,0,0.0,JG04,PG03
3101,JG04,1.2569805089976498,PG03,1.2569805089976498,1.58113883008419,RM_type_B,2,1989,Y,1,level_4,3.01,2013,3,2,2,0,3,0,42.88,0.0,1,3,ambis,2,new,4,finish,stay,leave,24,24,15.5,0,0,0.0,JG04,PG03
3102,JG04,1.4422205101856005,PG03,1.4422205101856005,0.707106781186548,RM_type_A,2,1992,Y,1,level_4,3.3,2014,4,2,2,0,8,0,22.24,0.0,0,8,ambis,2,new,4,finish,stay,leave,22,22,14.0,0,0,0.0,JG04,PG03
3103,JG04,1.15325625946708,PG03,1.15325625946708,0.707106781186548,RM_type_B,1,1989,Y,0,level_4,3.07,2013,3,2,2,0,3,0,13.25,0.0,0,3,ambis,2,new,4,finish,stay,leave,24,24,31.0,31,31,31.0,JG04,PG03
3104,JG04,1.3527749258468702,PG03,1.3527749258468702,1.9157244060668,RM_type_B,2,1989,Y,0,level_4,3.38,2011,4,1,2,0,3,0,46.96,0.0,0,3,ambis,2,new,3,finish,stay,leave,22,22,31.0,0,0,0.0,JG04,PG03
3105,JG04,1.2569805089976498,PG03,1.2569805089976498,0.707106781186548,RM_type_A,2,1989,Y,1,level_4,3.43,2012,3,2,3,0,5,1,29.93,0.0,0,6,ambis,2,new,5,finish,stay,leave,23,23,15.5,0,0,0.0,JG04,PG03
3106,JG04,1.15325625946708,PG03,1.15325625946708,0.91104335791443,RM_type_B,1,1988,N,0,level_4,2.98,2012,4,3,3,0,2,0,71.25,0.0,0,2,ambis,2,new,6,finish,stay,leave,24,24,32.0,0,0,0.0,JG04,PG03
3107,JG04,1.2569805089976498,PG03,1.2569805089976498,1.80277563773199,RM_type_A,2,1987,Y,1,level_4,2.79,2011,3,1,2,0,6,0,40.46,0.0,0,6,ambis,2,new,3,finish,stay,leave,24,24,16.5,0,0,0.0,JG04,PG03
3108,JG04,1.2569805089976498,PG03,1.2569805089976498,1.3527749258468702,RM_type_B,2,1984,Y,1,level_4,2.88,2008,5,5,2,1,3,0,69.51,2.0,0,3,non-ambis,3,new,8,finish,stay,leave,24,24,18.0,0,0,0.0,JG04,PG03
3109,JG04,1.4142135623731005,PG03,1.4142135623731005,0.412310562561766,RM_type_A,2,1989,Y,1,level_4,3.05,2012,4,5,3,1,4,0,76.81,1.0,0,4,ambis,2,new,9,finish,stay,leave,23,23,15.5,0,0,0.0,JG04,PG03
3110,JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_B,1,1992,Y,0,level_4,3.36,2014,4,2,3,0,3,0,50.15,0.0,0,3,ambis,2,new,5,finish,stay,leave,22,22,28.0,28,28,28.0,JG04,PG03
3111,JG04,1.6062378404209,PG03,1.6062378404209,1.58113883008419,RM_type_A,2,1983,Y,3,level_4,3.02,2006,5,3,2,17,3,0,61.97,0.0,0,3,non-ambis,3,new,22,finish,stay,leave,23,23,9.25,0,0,0.0,JG04,PG03
3112,JG04,1.2569805089976498,PG03,1.2569805089976498,1.8248287590894696,RM_type_A,2,1990,N,0,level_4,2.81,2014,3,1,2,0,4,0,54.35,0.0,0,4,ambis,2,new,3,finish,stay,leave,24,24,30.0,0,0,0.0,JG04,PG03
3113,JG04,1.4142135623731005,PG03,1.4142135623731005,0.707106781186548,RM_type_B,2,1986,Y,1,level_4,3.24,2014,3,3,2,0,2,0,13.21,0.0,0,2,ambis,2,new,5,finish,stay,leave,28,28,17.0,0,0,0.0,JG04,PG03
3114,JG04,1.58113883008419,PG03,1.58113883008419,0.707106781186548,RM_type_A,1,1986,Y,1,level_4,3.72,2008,6,4,3,7,5,0,43.51,1.0,0,5,ambis,2,new,14,finish,stay,leave,22,22,17.0,34,0,0.0,JG04,PG03
3115,JG04,1.15325625946708,PG03,1.15325625946708,0.707106781186548,RM_type_B,2,1989,Y,1,level_4,3.17,2012,5,3,2,3,4,1,55.41,0.0,0,5,ambis,2,new,8,finish,stay,leave,23,23,15.5,0,0,0.0,JG04,PG03
3116,JG04,1.2569805089976498,PG03,1.2569805089976498,0.707106781186548,RM_type_A,2,1990,Y,0,level_4,3.26,2013,4,2,2,2,5,2,55.97,0.0,1,7,ambis,2,new,6,finish,stay,leave,23,23,30.0,0,0,0.0,JG04,PG03
3117,JG04,1.15325625946708,PG03,1.15325625946708,1.58113883008419,RM_type_B,1,1984,Y,1,level_4,3.0,2008,3,1,3,0,3,0,15.6,0.0,0,3,non-ambis,3,new,4,finish,stay,leave,24,24,18.0,36,0,0.0,JG04,PG03
3118,JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_B,1,1990,Y,1,level_4,3.0,2012,3,2,2,0,3,0,39.75,0.0,0,3,ambis,2,new,4,finish,stay,leave,22,22,15.0,30,30,15.0,JG04,PG03
3119,JG04,1.15325625946708,PG03,1.15325625946708,0.707106781186548,RM_type_B,1,1987,Y,1,level_4,3.2,2011,2,2,2,0,5,0,43.67,0.0,0,5,ambis,2,new,4,finish,stay,leave,24,24,16.5,33,0,0.0,JG04,PG03
3120,JG04,1.15325625946708,PG03,1.15325625946708,0.707106781186548,RM_type_B,2,1989,Y,0,level_4,3.21,2012,3,2,2,0,3,1,50.07,0.0,0,4,ambis,2,new,4,finish,stay,leave,23,23,31.0,0,0,0.0,JG04,PG03
3121,JG04,1.15325625946708,PG03,1.15325625946708,0.707106781186548,RM_type_B,2,1991,Y,1,level_4,3.51,2013,2,2,2,0,3,1,40.17,0.0,0,4,ambis,2,new,4,finish,stay,leave,22,22,14.5,0,0,0.0,JG04,PG03
3122,JG04,1.22474487139159,PG03,1.22474487139159,0.648074069840786,RM_type_B,2,1991,N,0,level_4,3.04,2013,3,2,2,0,3,0,50.64,0.0,0,3,ambis,2,new,4,finish,stay,leave,22,22,29.0,0,0,0.0,JG04,PG03
3123,JG04,1.3228756555323,PG03,1.3228756555323,0.648074069840786,RM_type_A,2,1989,Y,0,level_4,3.52,2014,2,2,3,1,1,0,47.29,0.0,0,1,ambis,2,new,6,finish,stay,leave,25,25,31.0,0,0,0.0,JG04,PG03
3124,JG04,1.22474487139159,PG03,1.22474487139159,0.648074069840786,RM_type_B,2,1989,Y,1,level_4,3.0,2012,2,2,2,0,4,0,45.77,0.0,0,4,ambis,2,new,4,finish,stay,leave,23,23,15.5,0,0,0.0,JG04,PG03
3125,JG04,1.3228756555323,PG03,1.3228756555323,0.648074069840786,RM_type_B,2,1991,Y,0,level_4,3.27,2010,2,2,2,0,5,1,46.64,0.0,0,6,ambis,2,new,4,finish,stay,leave,19,19,29.0,0,0,0.0,JG04,PG03
3126,JG04,1.3856406460551,PG03,1.3856406460551,0.648074069840786,RM_type_B,1,1985,N,0,level_4,3.0,2010,3,2,2,0,3,0,13.03,0.0,0,3,ambis,2,new,4,finish,stay,leave,25,25,35.0,0,0,0.0,JG04,PG03
3127,JG04,1.3856406460551,PG03,1.3856406460551,1.1180339887498998,RM_type_B,2,1986,Y,2,level_4,3.0,2009,3,2,2,0,5,0,55.56,0.0,0,5,ambis,2,new,4,finish,stay,leave,23,23,11.333333333333334,0,0,0.0,JG04,PG03
3128,JG04,1.4422205101856005,PG03,1.4422205101856005,0.707106781186548,RM_type_A,2,1987,Y,0,level_4,3.08,2011,5,4,3,0,3,0,44.37,0.0,0,3,ambis,2,new,7,finish,stay,leave,24,24,33.0,0,0,0.0,JG04,PG03
3129,JG04,1.4422205101856005,PG03,1.4422205101856005,1.1180339887498998,RM_type_A,1,1992,Y,0,level_4,2.99,2014,3,2,4,0,4,0,65.63,0.0,1,4,ambis,2,new,6,finish,stay,leave,22,22,28.0,28,28,28.0,JG04,PG03
3130,JG05,1.58113883008419,PG06,0.0,1.3527749258468702,RM_type_A,1,1980,Y,1,level_4,3.03,2002,14,9,7,1,3,1,91.47,3.0,0,4,non-ambis,3,new,17,finish,up,leave,22,22,20.0,40,0,0.0,JG05,PG06
3131,JG04,1.0816653826392,PG03,1.0816653826392,1.3228756555323,RM_type_B,2,1988,Y,0,level_4,3.0,2012,2,2,2,0,2,0,42.6,0.0,0,2,ambis,2,new,4,finish,stay,leave,24,24,32.0,0,0,0.0,JG04,PG03
3132,JG04,1.0816653826392,PG03,1.0816653826392,0.412310562561766,RM_type_B,1,1989,Y,1,level_4,3.18,2011,2,2,2,0,5,0,28.47,0.0,0,5,ambis,2,new,4,finish,stay,leave,22,22,15.5,31,31,15.5,JG04,PG03
3133,JG04,2.82842712474619,PG04,2.12132034355964,1.3527749258468702,RM_type_A,2,1980,Y,2,level_4,3.21,2003,14,9,4,5,1,1,52.19,0.0,1,2,non-ambis,3,new,18,finish,up,sama,23,23,13.333333333333334,0,0,0.0,JG04,PG04
3134,JG04,1.3228756555323,PG03,1.3228756555323,0.707106781186548,RM_type_A,1,1991,Y,1,level_4,3.2,2013,3,2,3,0,1,0,51.11,0.0,0,1,ambis,2,new,5,finish,stay,leave,22,22,14.5,29,29,14.5,JG04,PG03
3135,JG05,2.82842712474619,PG06,2.23606797749979,1.47309198626562,RM_type_A,2,1971,Y,2,level_4,3.01,2003,27,9,5,0,3,2,43.57,0.0,0,5,non-ambis,4,new,14,finish,up,leave,32,32,16.333333333333332,0,0,0.0,JG05,PG06
3136,JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_A,2,1989,Y,1,level_4,2.94,2014,3,3,3,0,5,0,54.03,0.0,0,5,ambis,2,new,6,finish,stay,leave,25,25,15.5,0,0,0.0,JG04,PG03
3137,JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_A,1,1985,Y,2,level_4,3.72,2010,5,5,5,2,3,1,41.44,0.0,0,4,ambis,2,new,12,finish,stay,leave,25,25,11.666666666666666,35,0,0.0,JG04,PG03
3138,JG04,1.4142135623731005,PG03,1.4142135623731005,0.707106781186548,RM_type_A,1,1985,Y,1,level_4,3.14,2007,6,4,3,1,3,10,50.34,0.0,0,13,ambis,2,new,8,finish,stay,sick,22,22,17.5,35,0,0.0,JG04,PG03
3139,JG04,1.3856406460551,PG03,1.3856406460551,1.3856406460551,RM_type_A,2,1987,Y,1,level_4,2.8,2011,4,2,2,0,3,4,48.04,0.0,0,7,ambis,2,new,4,finish,stay,sick,24,24,16.5,0,0,0.0,JG04,PG03
3140,JG04,1.3228756555323,PG03,1.3228756555323,0.707106781186548,RM_type_A,1,1993,Y,1,level_4,3.0,2014,3,2,3,0,3,0,13.0,0.0,0,3,ambis,2,new,5,finish,stay,leave,21,21,13.5,27,27,13.5,JG04,PG03
3141,JG04,1.6822603841260702,PG03,1.6822603841260702,1.3527749258468702,RM_type_B,1,1983,Y,3,level_4,3.06,2005,6,6,6,1,11,3,31.32,0.0,1,14,non-ambis,3,new,13,finish,stay,leave,22,22,9.25,37,0,0.0,JG04,PG03
3142,JG04,1.52643375224737,PG03,1.52643375224737,1.3527749258468702,RM_type_A,1,1988,N,0,level_4,3.37,2011,5,3,3,0,3,0,61.25,0.0,0,3,ambis,2,new,6,finish,stay,leave,23,23,32.0,0,0,0.0,JG04,PG03
3143,JG04,1.3856406460551,PG03,1.3856406460551,1.58113883008419,RM_type_A,2,1982,Y,1,level_4,3.07,2005,5,3,3,0,3,2,48.24,0.0,0,5,non-ambis,3,new,6,finish,stay,leave,23,23,19.0,0,0,0.0,JG04,PG03
3144,JG04,1.3856406460551,PG03,1.3856406460551,1.58113883008419,RM_type_A,2,1987,Y,1,level_4,3.07,2010,5,2,2,0,5,1,106.81,1.0,0,6,ambis,2,new,4,finish,stay,leave,23,23,16.5,0,0,0.0,JG04,PG03
3145,JG04,1.3856406460551,PG03,1.3856406460551,0.9591663046625442,RM_type_A,2,1988,Y,1,level_4,3.0,2011,3,2,3,0,7,0,13.0,0.0,0,7,ambis,2,new,5,finish,stay,leave,23,23,16.0,0,0,0.0,JG04,PG03
3146,JG04,1.22474487139159,PG03,1.22474487139159,1.58113883008419,RM_type_B,2,1989,N,0,level_4,2.75,2013,3,1,2,0,3,0,40.01,0.0,0,3,ambis,2,new,3,finish,stay,leave,24,24,31.0,0,0,0.0,JG04,PG03
3147,JG04,1.22474487139159,PG03,1.22474487139159,1.3856406460551,RM_type_A,2,1987,Y,0,level_4,3.21,2012,3,2,2,0,3,2,39.25,1.0,0,5,ambis,2,new,4,finish,stay,leave,25,25,33.0,0,0,0.0,JG04,PG03
3148,JG04,1.3228756555323,PG03,1.3228756555323,1.70880074906351,RM_type_B,2,1987,Y,2,level_4,2.97,2011,3,1,2,0,5,0,53.44,0.0,0,5,ambis,2,new,3,finish,stay,leave,24,24,11.0,0,0,0.0,JG04,PG03
3149,JG04,1.22474487139159,PG03,1.22474487139159,1.47309198626562,RM_type_B,2,1985,N,0,level_4,3.0,2007,4,3,3,0,3,0,58.84,0.0,0,3,ambis,2,new,6,finish,stay,leave,22,22,35.0,0,0,0.0,JG04,PG03
3150,JG04,1.22474487139159,PG03,1.22474487139159,0.707106781186548,RM_type_A,1,1986,Y,1,level_4,3.33,2009,3,2,3,8,6,0,43.44,0.0,0,6,ambis,2,new,13,finish,stay,leave,23,23,17.0,34,0,0.0,JG04,PG03
3151,JG04,1.29228479833201,PG03,1.29228479833201,1.58113883008419,RM_type_A,2,1990,Y,0,level_4,3.19,2013,3,1,3,0,0,0,63.4,0.0,0,0,ambis,2,new,4,finish,stay,sama,23,23,30.0,0,0,0.0,JG04,PG03
3152,JG04,1.3228756555323,PG03,1.3228756555323,1.58113883008419,RM_type_B,2,1986,Y,1,level_4,3.1,2012,3,2,2,0,3,0,78.1,0.0,0,3,ambis,2,new,4,finish,stay,leave,26,26,17.0,0,0,0.0,JG04,PG03
3153,JG05,1.5556349186104,PG06,0.0,1.4142135623731005,RM_type_A,2,1981,Y,2,level_4,3.21,2014,19,9,7,0,0,0,80.02,2.0,0,0,non-ambis,3,new,16,finish,up,sama,33,33,13.0,0,0,0.0,JG05,PG06
3154,JG04,1.22474487139159,PG03,1.22474487139159,0.707106781186548,RM_type_B,2,1991,Y,0,level_4,3.2,2014,3,2,2,0,0,0,78.74,0.0,0,0,ambis,2,new,4,finish,stay,sama,23,23,29.0,0,0,0.0,JG04,PG03
3155,JG04,2.82842712474619,PG04,2.23606797749979,1.4142135623731005,RM_type_A,2,1975,Y,3,level_4,2.9,2002,22,9,10,1,1,0,43.54,0.0,0,1,non-ambis,3,new,20,finish,up,leave,27,27,11.25,0,0,0.0,JG04,PG04
3156,JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_A,2,1986,Y,1,level_4,3.09,2009,3,2,3,0,4,0,70.72,0.0,0,4,ambis,2,new,5,finish,stay,leave,23,23,17.0,0,0,0.0,JG04,PG03
3157,JG05,1.9364916731037096,PG07,2.5,1.22474487139159,RM_type_A,2,1978,Y,3,level_4,3.0,2002,16,13,8,1,3,0,13.4,1.0,0,3,non-ambis,3,new,22,finish,stay,leave,24,24,10.5,0,0,0.0,JG05,PG07
3158,JG04,1.22474487139159,PG03,1.22474487139159,0.707106781186548,RM_type_B,1,1986,Y,2,level_4,3.19,2010,3,2,3,0,3,0,89.34,1.0,0,3,ambis,2,new,5,finish,stay,leave,24,24,11.333333333333334,34,0,0.0,JG04,PG03
3159,JG04,1.4422205101856005,PG04,0.0,1.58113883008419,RM_type_A,2,1988,Y,1,level_4,3.34,2011,5,2,2,4,7,0,77.01,0.0,0,7,ambis,2,new,8,finish,up,leave,23,23,16.0,0,0,0.0,JG04,PG04
3160,JG04,1.3527749258468702,PG03,1.3527749258468702,0.707106781186548,RM_type_A,2,1985,Y,2,level_4,3.0,2010,7,5,4,1,5,0,67.51,0.0,0,5,ambis,2,new,10,finish,stay,leave,25,25,11.666666666666666,0,0,0.0,JG04,PG03
3161,JG05,0.5,PG05,0.5,0.648074069840786,RM_type_A,2,1975,Y,2,level_4,3.28,2000,18,12,11,13,5,0,75.38,0.0,1,5,non-ambis,3,new,36,finish,stay,leave,25,25,15.0,0,0,0.0,JG05,PG05
3162,JG05,2.12132034355964,PG06,1.58113883008419,1.78044938147649,RM_type_C,1,1982,Y,2,level_4,3.0,2004,13,8,10,0,1,1,38.71,0.0,0,2,non-ambis,3,new,18,finish,up,sama,22,22,12.666666666666666,38,0,0.0,JG05,PG06
3163,JG04,1.3527749258468702,PG03,1.3527749258468702,1.0,RM_type_A,2,1987,Y,1,level_4,3.17,2010,5,3,2,4,2,0,108.74,3.0,0,2,ambis,2,new,9,finish,stay,leave,23,23,16.5,0,0,0.0,JG04,PG03
3164,JG04,2.82842712474619,PG03,1.73205080756888,0.707106781186548,RM_type_A,2,1974,Y,3,level_4,3.19,1999,18,7,9,10,5,1,111.68,2.0,1,6,non-ambis,4,old,26,finish,up,leave,25,25,11.5,0,0,0.0,JG04,PG03
3165,JG04,1.3527749258468702,PG03,1.3527749258468702,0.648074069840786,RM_type_A,2,1984,Y,2,level_4,3.15,2007,7,3,5,8,0,0,68.43,0.0,0,0,non-ambis,3,new,16,finish,stay,sama,23,23,12.0,0,0,0.0,JG04,PG03
3166,JG04,1.3228756555323,PG03,1.3228756555323,0.707106781186548,RM_type_A,2,1987,Y,1,level_4,2.9,2011,5,4,4,7,1,0,117.0,1.0,0,1,ambis,2,new,15,finish,stay,leave,24,24,16.5,0,0,0.0,JG04,PG03
3167,JG04,1.29228479833201,PG03,1.29228479833201,0.648074069840786,RM_type_A,2,1986,Y,1,level_4,2.95,2015,6,4,6,1,5,0,94.95,3.0,0,5,ambis,2,new,11,finish,stay,leave,29,29,17.0,0,0,0.0,JG04,PG03
3168,JG04,1.3228756555323,PG03,1.3228756555323,0.707106781186548,RM_type_A,2,1984,Y,1,level_4,3.0,2012,6,3,4,16,8,0,98.58,3.0,0,8,non-ambis,3,new,23,finish,stay,leave,28,28,18.0,0,0,0.0,JG04,PG03
3169,JG04,1.3527749258468702,PG03,1.3527749258468702,1.58113883008419,RM_type_B,2,1986,Y,2,level_4,3.59,2009,6,5,3,1,3,0,68.81,0.0,0,3,ambis,2,new,9,finish,stay,leave,23,23,11.333333333333334,0,0,0.0,JG04,PG03
3170,JG04,1.3228756555323,PG03,1.3228756555323,1.22474487139159,RM_type_B,1,1988,Y,1,level_4,3.32,2009,6,5,5,0,1,0,115.94,3.0,0,1,ambis,2,new,10,finish,stay,leave,21,21,16.0,32,32,16.0,JG04,PG03
3171,JG04,1.3228756555323,PG03,1.3228756555323,1.0,RM_type_A,2,1985,Y,3,level_4,3.11,2007,6,5,3,0,5,0,126.49,3.0,0,5,ambis,2,new,8,finish,stay,leave,22,22,8.75,0,0,0.0,JG04,PG03
3172,JG04,1.3856406460551,PG03,1.3856406460551,0.707106781186548,RM_type_C,2,1988,Y,1,level_4,3.0,2010,2,2,5,0,4,0,108.45,2.0,0,4,ambis,2,new,7,finish,stay,leave,22,22,16.0,0,0,0.0,JG04,PG03
3173,JG04,1.1916375287813,PG03,1.1916375287813,0.707106781186548,RM_type_B,2,1991,N,0,level_4,3.0,2013,3,2,4,0,5,0,88.48,2.0,0,5,ambis,2,new,6,finish,stay,leave,22,22,29.0,0,0,0.0,JG04,PG03
3174,JG04,1.3228756555323,PG03,1.3228756555323,0.707106781186548,RM_type_A,2,1988,Y,1,level_4,3.2,2010,4,4,4,0,3,1,123.61,1.0,0,4,ambis,2,new,8,finish,stay,leave,22,22,16.0,0,0,0.0,JG04,PG03
3175,JG04,1.3527749258468702,PG03,1.3527749258468702,1.0,RM_type_B,2,1991,Y,0,level_4,3.09,2012,4,3,2,0,5,2,66.53,0.0,0,7,ambis,2,new,5,finish,stay,leave,21,21,29.0,0,0,0.0,JG04,PG03
3176,JG04,1.3856406460551,PG03,1.3856406460551,1.22474487139159,RM_type_B,2,1991,Y,0,level_4,3.15,2014,3,3,3,0,6,0,99.33,2.0,0,6,ambis,2,new,6,finish,stay,leave,23,23,29.0,0,0,0.0,JG04,PG03
3177,JG04,1.2569805089976498,PG03,1.2569805089976498,0.707106781186548,RM_type_A,2,1987,Y,1,level_4,3.0,2013,3,2,3,1,3,1,114.92,2.0,0,4,ambis,2,new,6,finish,stay,leave,26,26,16.5,0,0,0.0,JG04,PG03
3178,JG05,0.5,PG05,0.5,0.707106781186548,RM_type_A,2,1976,Y,2,level_4,3.0,1999,18,15,8,1,3,0,82.89,1.0,0,3,non-ambis,3,old,24,finish,stay,leave,23,23,14.666666666666666,0,0,0.0,JG05,PG05
3179,JG04,1.15325625946708,PG03,1.15325625946708,0.707106781186548,RM_type_A,2,1987,Y,1,level_4,3.27,2016,3,2,4,1,4,0,116.62,1.0,0,4,ambis,2,new,7,finish,stay,leave,29,29,16.5,0,0,0.0,JG04,PG03
3180,JG04,1.22474487139159,PG03,1.22474487139159,1.1180339887498998,RM_type_A,2,1986,Y,2,level_4,2.91,2009,5,4,3,0,7,2,82.75,0.0,0,9,ambis,2,new,7,finish,stay,leave,23,23,11.333333333333334,0,0,0.0,JG04,PG03
3181,JG04,1.29228479833201,PG03,1.29228479833201,0.648074069840786,RM_type_A,2,1985,Y,1,level_4,3.02,2008,7,5,4,0,2,0,78.67,0.0,0,2,ambis,2,new,9,finish,stay,leave,23,23,17.5,0,0,0.0,JG04,PG03
3182,JG04,1.1916375287813,PG03,1.1916375287813,1.52643375224737,RM_type_A,2,1989,Y,1,level_4,3.09,2012,4,2,4,0,3,0,63.8,0.0,0,3,ambis,2,new,6,finish,stay,leave,23,23,15.5,0,0,0.0,JG04,PG03
3183,JG04,1.3527749258468702,PG03,1.3527749258468702,1.5556349186104,RM_type_A,2,1988,Y,2,level_4,3.2,2011,5,2,3,3,1,2,52.04,0.0,0,3,ambis,2,new,8,finish,stay,sick,23,23,10.666666666666666,0,0,0.0,JG04,PG03
3184,JG04,1.3527749258468702,PG03,1.3527749258468702,2.01990098767242,RM_type_A,2,1985,Y,0,level_4,3.43,2010,6,3,4,0,3,0,91.32,2.0,0,3,ambis,2,new,7,finish,stay,leave,25,25,35.0,0,0,0.0,JG04,PG03
3185,JG04,1.3527749258468702,PG03,1.3527749258468702,1.5556349186104,RM_type_A,2,1988,Y,1,level_4,3.3,2011,5,2,2,3,3,0,65.31,0.0,0,3,ambis,2,new,7,finish,stay,leave,23,23,16.0,0,0,0.0,JG04,PG03
3186,JG04,1.2569805089976498,PG03,1.2569805089976498,1.15325625946708,RM_type_B,2,1985,N,0,level_4,2.75,2008,6,5,4,0,0,1,42.92,0.0,0,1,ambis,2,new,9,finish,stay,sick,23,23,35.0,0,0,0.0,JG04,PG03
3187,JG04,1.3527749258468702,PG03,1.3527749258468702,1.4142135623731005,RM_type_A,1,1985,Y,2,level_4,3.0,2007,7,4,4,0,2,2,66.41,0.0,1,4,ambis,2,new,8,finish,stay,sama,22,22,11.666666666666666,35,0,0.0,JG04,PG03
